TUCASEID,TULINENO,TEAGE,TERRP,TESEX,TXAGE,TXRRP,TXSEX
20230604231947,1,63,18,1,0,0,0
20230604231947,2,60,20,2,0,0,0
20230604231959,1,35,18,1,0,0,0
20230604231959,2,34,20,2,0,0,0
20230604231959,3,15,22,2,0,0,0
20230604231959,4,12,22,1,0,0,0
20230604231959,5,3,22,2,0,0,0
20230604231959,6,1,22,1,0,0,0
20230604231959,7,73,25,2,0,0,0
20230604231982,1,53,19,2,0,0,0
20230604231982,2,49,20,1,0,0,0
20230604231982,3,7,26,2,0,0,0
20230604231982,4,5,26,1,0,0,0
20230604231989,1,75,19,2,0,0,0
20230604231997,1,41,18,2,0,0,0
20230604231997,2,43,20,1,0,0,0
20230604231997,3,13,22,1,0,0,0
20230604231997,4,7,22,2,0,0,0
20230604232014,1,80,18,1,0,0,0
20230604232014,2,74,20,2,0,0,0
20230604232025,1,50,18,2,0,0,0
20230604232025,2,50,20,1,0,0,0
20230604232025,3,13,22,2,0,0,0
20230604232038,1,37,18,1,0,0,0
20230604232038,2,33,20,2,0,0,0
20230604232038,3,1,22,2,0,0,0
20230604232061,1,44,19,2,0,0,0
20230604232074,1,56,18,1,0,0,0
20230604232074,2,80,24,2,60,0,0
20230604232085,1,57,18,2,0,0,0
20230604232085,2,15,26,2,0,0,0
20230604232085,3,11,26,1,0,0,0
20230604232085,4,14,26,2,0,0,0
20230604232093,1,40,18,1,0,0,0
20230604232093,2,46,20,1,0,0,0
20230604232096,1,27,18,2,0,0,0
20230604232096,2,30,20,1,0,0,0
20230604232096,3,65,26,2,0,0,0
20230604232121,1,58,18,2,0,0,0
20230604232121,2,50,20,1,0,0,0
20230604232121,3,13,40,2,0,0,0
20230604232121,4,16,40,2,0,0,0
20230604232176,1,49,18,2,0,0,0
20230604232176,2,41,20,1,0,0,0
20230604232176,3,17,22,1,0,0,0
20230604232176,4,15,22,2,0,0,0
20230604232176,5,11,22,1,0,0,0
20230604232206,1,38,19,1,0,0,0
20230604232255,1,61,18,2,0,0,0
20230604232255,2,60,20,1,0,0,0
20230604232294,1,51,18,2,0,0,0
20230604232294,2,56,20,1,0,0,0
20230604232295,1,65,19,1,0,0,0
20230604232295,2,35,28,2,0,0,0
20230604232295,3,35,28,1,0,0,0
20230604232316,1,25,18,2,0,0,0
20230604232316,2,55,24,2,0,0,0
20230604232316,3,47,24,1,0,0,0
20230604232316,4,22,25,1,0,0,0
20230604232360,1,50,19,1,0,0,0
20230604232373,1,59,18,1,0,0,0
20230604232373,2,47,20,2,0,0,0
20230605230013,1,73,18,1,0,0,0
20230605230013,2,51,22,2,0,0,0
20230605230013,3,17,23,1,0,0,0
20230605230013,4,13,23,2,0,0,0
20230605230014,1,68,19,1,0,0,0
20230605230021,1,38,19,1,0,0,0
20230605230039,1,75,19,2,0,0,0
20230605230043,1,65,19,1,0,0,0
20230605230047,1,78,19,1,0,0,0
20230605230058,1,34,18,2,0,0,0
20230605230058,2,10,22,1,0,0,0
20230605230060,1,18,18,2,0,0,0
20230605230060,2,46,24,2,0,0,0
20230605230067,1,27,19,1,0,0,0
20230605230067,2,26,21,2,0,0,0
20230605230073,1,48,19,1,0,0,0
20230605230080,1,30,18,1,0,0,0
20230605230080,2,0,22,1,0,0,0
20230605230083,1,63,18,2,0,0,0
20230605230083,2,60,25,1,0,0,0
20230605230083,3,74,25,1,0,0,0
20230605230083,4,58,26,2,0,0,0
20230605230083,5,65,25,2,0,0,0
20230605230083,6,25,26,2,0,0,0
20230605230103,1,16,18,2,0,0,0
20230605230103,2,37,24,2,0,0,0
20230605230103,3,19,25,1,0,0,0
20230605230103,4,16,25,2,0,0,0
20230605230103,5,16,25,2,0,0,0
20230605230103,6,13,25,2,0,0,0
20230605230103,7,3,25,2,0,0,0
20230605230107,1,23,18,1,0,0,0
20230605230107,2,27,28,1,0,0,0
20230605230121,1,17,18,2,0,0,0
20230605230121,2,52,24,2,0,0,0
20230605230121,3,54,24,1,0,0,0
20230605230121,4,21,25,2,0,0,0
20230605230123,1,17,18,1,0,0,0
20230605230123,2,40,24,1,0,0,0
20230605230123,3,39,24,2,0,0,0
20230605230130,1,17,18,2,0,0,0
20230605230130,2,47,24,2,0,0,0
20230605230130,3,49,24,1,0,0,0
20230605230130,4,18,25,2,0,0,0
20230605230135,1,16,18,2,0,0,0
20230605230135,2,55,24,1,0,0,0
20230605230135,3,51,24,2,0,0,0
20230605230148,1,16,18,1,0,0,0
20230605230148,2,43,24,2,0,0,0
20230605230148,3,25,25,2,0,0,0
20230605230148,4,18,25,2,0,0,0
20230605230148,5,13,25,2,0,0,0
20230605230148,6,11,25,1,0,0,0
20230605230151,1,16,18,2,0,0,0
20230605230151,2,51,24,1,0,0,0
20230605230151,3,47,24,2,0,0,0
20230605230165,1,17,18,2,0,0,0
20230605230165,2,49,24,1,0,0,0
20230605230165,3,47,24,2,0,0,0
20230605230165,4,15,25,2,0,0,0
20230605230170,1,18,18,1,0,0,0
20230605230170,2,39,24,2,0,0,0
20230605230170,3,16,25,1,0,0,0
20230605230176,1,22,18,2,0,0,0
20230605230176,2,21,21,1,0,0,0
20230605230180,1,17,18,2,0,0,0
20230605230180,2,64,24,2,0,0,0
20230605230185,1,24,19,2,0,0,0
20230605230191,1,24,18,1,0,0,0
20230605230191,2,66,24,2,0,0,0
20230605230191,3,62,24,1,0,0,0
20230605230202,1,20,18,2,0,0,0
20230605230202,2,51,24,2,0,0,0
20230605230202,3,51,24,1,0,0,0
20230605230202,4,16,25,2,0,0,0
20230605230202,5,13,25,2,0,0,0
20230605230214,1,16,18,1,0,0,0
20230605230214,2,38,24,2,0,0,0
20230605230214,3,38,24,1,0,0,0
20230605230214,4,9,25,2,0,0,0
20230605230216,1,16,18,1,0,0,0
20230605230216,2,43,24,2,0,0,0
20230605230217,1,18,18,2,0,0,0
20230605230217,2,47,24,1,0,0,0
20230605230217,3,39,24,2,0,0,0
20230605230217,4,7,25,2,0,0,0
20230605230226,1,16,18,2,0,0,0
20230605230226,2,43,24,2,0,0,0
20230605230226,3,42,24,1,0,0,0
20230605230226,4,13,25,1,0,0,0
20230605230228,1,18,18,2,0,0,0
20230605230228,2,52,24,1,0,0,0
20230605230228,3,49,24,2,0,0,0
20230605230228,4,14,25,2,0,0,0
20230605230231,1,15,18,2,0,0,0
20230605230231,2,43,24,2,0,0,0
20230605230231,3,17,25,1,0,0,0
20230605230231,4,68,26,1,0,0,0
20230605230231,5,65,26,2,0,0,0
20230605230244,1,24,18,2,0,0,0
20230605230244,2,31,20,1,0,0,0
20230605230245,1,20,18,1,0,0,0
20230605230245,2,72,26,1,0,0,0
20230605230245,3,70,26,2,0,0,0
20230605230256,1,17,18,1,0,0,23
20230605230256,2,43,24,2,0,0,0
20230605230256,3,44,24,1,0,0,0
20230605230256,4,19,25,2,0,0,0
20230605230259,1,20,18,2,0,0,0
20230605230259,2,47,24,2,0,0,0
20230605230263,1,20,19,2,0,0,0
20230605230263,2,20,28,1,0,0,0
20230605230278,1,24,18,1,0,0,0
20230605230278,2,24,20,2,0,0,0
20230605230296,1,19,18,2,0,0,0
20230605230296,2,54,24,2,0,0,0
20230605230296,3,48,24,1,0,0,0
20230605230296,4,14,25,2,0,0,0
20230605230301,1,16,18,1,0,0,0
20230605230301,2,45,24,1,0,0,0
20230605230301,3,44,24,2,0,0,0
20230605230301,4,13,25,1,0,0,0
20230605230301,5,69,26,2,0,0,0
20230605230305,1,17,18,1,0,0,0
20230605230305,2,47,24,1,0,0,0
20230605230305,3,14,25,1,0,0,0
20230605230305,4,11,25,2,0,0,0
20230605230305,5,36,24,2,0,0,0
20230605230306,1,21,19,1,0,0,0
20230605230306,2,22,21,2,0,0,0
20230605230308,1,25,19,2,0,0,0
20230605230308,2,25,21,1,0,0,0
20230605230312,1,23,19,1,0,0,0
20230605230313,1,23,18,1,0,0,0
20230605230313,2,77,24,2,0,0,0
20230605230313,3,26,25,1,0,0,0
20230605230313,4,15,25,1,0,0,0
20230605230313,5,11,25,2,0,0,0
20230605230314,1,16,18,2,0,0,0
20230605230314,2,41,24,2,0,0,0
20230605230314,3,48,24,1,0,0,0
20230605230318,1,20,18,1,0,0,0
20230605230318,2,41,24,2,0,0,0
20230605230318,3,43,24,1,0,0,0
20230605230318,4,16,25,1,0,0,0
20230605230318,5,11,25,1,0,0,0
20230605230500,1,69,18,1,0,0,0
20230605230500,2,40,22,1,0,0,0
20230605230501,1,51,18,2,0,0,0
20230605230501,2,53,20,1,0,0,0
20230605230507,1,76,18,1,0,0,0
20230605230508,1,65,19,2,0,0,0
20230605230514,1,49,18,2,0,0,0
20230605230514,2,58,20,1,0,0,0
20230605230520,1,28,18,2,0,0,0
20230605230520,2,59,24,2,0,0,0
20230605230526,1,61,18,2,0,0,0
20230605230526,2,65,20,1,0,0,0
20230605230530,1,47,18,2,0,0,0
20230605230530,2,49,20,1,0,0,0
20230605230530,3,18,22,2,0,0,0
20230605230530,4,13,22,2,0,0,0
20230605230539,1,61,18,2,0,0,0
20230605230539,2,61,20,1,0,0,0
20230605230545,1,35,18,2,0,0,0
20230605230545,2,36,20,1,0,0,0
20230605230546,1,27,18,2,0,0,0
20230605230546,2,27,20,1,0,0,0
20230605230546,3,0,22,2,0,0,0
20230605230549,1,55,18,2,0,0,0
20230605230549,2,64,20,1,0,0,0
20230605230550,1,33,18,1,0,0,0
20230605230550,2,38,20,2,0,0,0
20230605230550,3,9,22,1,0,0,0
20230605230550,4,8,22,1,0,0,0
20230605230550,5,6,22,1,0,0,0
20230605230550,6,4,22,2,0,0,0
20230605230555,1,61,18,1,0,0,0
20230605230555,2,59,20,2,0,0,0
20230605230558,1,61,18,1,0,0,0
20230605230558,2,60,20,2,0,0,0
20230605230558,3,24,22,1,0,0,0
20230605230559,1,61,18,1,0,0,0
20230605230559,2,58,20,2,0,0,0
20230605230575,1,80,18,1,0,0,0
20230605230575,2,79,20,2,0,0,0
20230605230581,1,49,18,1,0,0,0
20230605230581,2,48,25,1,0,0,0
20230605230581,3,63,28,1,0,0,0
20230605230584,1,72,19,1,0,0,0
20230605230586,1,80,18,1,0,0,0
20230605230586,2,80,20,2,0,0,0
20230605230590,1,58,18,1,0,0,0
20230605230590,2,54,20,2,0,0,0
20230605230590,3,18,22,2,0,0,0
20230605230590,4,16,22,1,0,0,0
20230605230590,5,9,22,2,0,0,0
20230605230591,1,68,19,2,0,0,0
20230605230591,2,85,24,2,60,0,0
20230605230591,3,49,22,2,0,0,0
20230605230600,1,63,19,2,0,0,0
20230605230604,1,64,18,1,0,0,0
20230605230604,2,30,26,2,0,0,0
20230605230604,3,37,26,1,0,0,0
20230605230604,4,2,26,1,0,0,0
20230605230604,5,18,26,1,0,0,0
20230605230611,1,29,18,2,0,0,0
20230605230611,2,30,26,2,0,0,0
20230605230612,1,80,19,2,0,0,0
20230605230617,1,80,18,2,0,0,0
20230605230617,2,57,22,2,0,0,0
20230605230619,1,43,18,1,0,0,0
20230605230619,2,40,20,2,0,0,0
20230605230619,3,10,22,1,0,0,0
20230605230619,4,7,22,1,0,0,0
20230605230619,5,4,22,1,0,0,0
20230605230624,1,27,19,2,0,0,0
20230605230628,1,85,18,1,60,0,0
20230605230628,2,85,20,2,60,0,0
20230605230640,1,66,18,2,0,0,0
20230605230640,2,74,20,1,0,0,0
20230605230644,1,48,18,1,0,0,0
20230605230644,2,42,20,2,0,0,0
20230605230647,1,55,18,2,0,0,0
20230605230647,2,72,28,1,0,0,0
20230605230651,1,71,19,1,0,0,0
20230605230655,1,58,19,2,0,0,0
20230605230664,1,47,18,1,0,0,0
20230605230664,2,19,22,1,0,0,0
20230605230664,3,13,22,1,0,0,0
20230605230669,1,85,19,2,60,0,0
20230605230674,1,73,18,1,0,0,0
20230605230674,2,73,20,2,0,0,0
20230605230675,1,56,18,1,0,0,0
20230605230675,2,56,20,2,0,0,0
20230605230676,1,69,18,1,0,0,0
20230605230676,2,67,20,2,0,0,0
20230605230676,3,45,22,2,0,0,0
20230605230680,1,79,19,2,0,0,0
20230605230688,1,62,18,2,0,0,0
20230605230688,2,63,20,1,0,0,0
20230605230688,3,24,22,2,0,0,0
20230605230696,1,45,18,1,0,0,0
20230605230696,2,46,20,2,0,0,0
20230605230696,3,13,22,1,0,0,0
20230605230696,4,10,22,2,0,0,0
20230605230697,1,74,18,1,0,0,0
20230605230697,2,79,20,2,0,0,0
20230605230701,1,80,19,2,0,0,0
20230605230704,1,38,18,1,0,0,0
20230605230704,2,36,20,2,0,0,0
20230605230717,1,36,18,2,0,0,0
20230605230717,2,34,20,1,0,0,0
20230605230717,3,15,22,1,0,0,0
20230605230717,4,8,22,1,0,0,0
20230605230717,5,8,22,1,0,0,0
20230605230717,6,3,22,2,0,0,0
20230605230719,1,60,19,1,0,0,0
20230605230725,1,45,18,2,0,0,0
20230605230725,2,53,20,1,0,0,0
20230605230725,3,23,22,1,0,0,0
20230605230725,4,17,22,1,0,0,0
20230605230725,5,15,22,1,0,0,0
20230605230735,1,37,18,2,0,0,0
20230605230735,2,36,20,1,0,0,0
20230605230735,3,6,22,2,0,0,0
20230605230735,4,5,22,2,0,0,0
20230605230739,1,73,18,1,0,0,0
20230605230739,2,64,20,2,0,0,0
20230605230743,1,38,18,2,0,0,0
20230605230743,2,36,20,1,0,0,0
20230605230743,3,6,22,1,0,0,0
20230605230743,4,3,22,2,0,0,0
20230605230745,1,58,19,2,0,0,0
20230605230745,2,61,20,1,0,0,0
20230605230758,1,73,18,1,0,0,0
20230605230758,2,58,20,2,0,0,0
20230605230758,3,85,26,1,60,0,0
20230605230785,1,43,19,1,0,0,0
20230605230785,2,38,21,2,0,0,0
20230605230787,1,49,18,2,0,0,0
20230605230787,2,55,20,1,0,0,0
20230605230793,1,57,18,1,0,0,0
20230605230793,2,26,22,1,0,0,0
20230605230805,1,77,18,2,0,0,0
20230605230805,2,80,20,1,0,0,0
20230605230807,1,74,19,1,0,0,0
20230605230813,1,42,18,1,0,0,0
20230605230813,2,38,20,2,0,0,0
20230605230813,3,10,22,2,0,0,0
20230605230813,4,6,22,1,0,0,0
20230605230813,5,3,22,2,0,0,0
20230605230820,1,70,18,2,0,0,0
20230605230820,2,72,20,1,0,0,0
20230605230823,1,46,18,2,0,0,0
20230605230823,2,21,22,2,0,0,0
20230605230823,4,11,22,1,0,0,0
20230605230824,1,62,19,2,0,0,0
20230605230829,1,63,18,2,0,0,0
20230605230829,2,65,20,1,0,0,0
20230605230837,1,70,18,2,0,0,0
20230605230837,2,76,25,2,0,0,0
20230605230838,1,80,18,2,0,0,0
20230605230838,2,80,20,1,0,0,0
20230605230838,3,19,23,1,0,0,0
20230605230838,4,14,23,1,0,0,0
20230605230839,1,41,18,2,0,0,0
20230605230839,2,46,20,1,0,0,0
20230605230839,4,7,22,1,0,0,0
20230605230840,1,55,18,2,0,0,0
20230605230840,2,55,20,1,0,0,0
20230605230840,3,29,22,1,0,0,0
20230605230840,4,26,22,1,0,0,0
20230605230840,5,21,22,2,0,0,0
20230605230845,1,34,18,1,0,0,0
20230605230845,2,33,20,2,0,0,0
20230605230845,3,5,22,1,0,0,0
20230605230856,1,71,18,1,0,0,0
20230605230856,3,54,22,2,0,0,0
20230605230859,1,72,19,2,0,0,0
20230605230875,1,52,18,1,0,0,0
20230605230875,2,54,20,2,0,0,0
20230605230875,3,19,22,2,0,0,0
20230605230875,4,14,22,1,0,0,0
20230605230880,1,56,19,2,0,0,0
20230605230886,1,48,18,2,0,0,0
20230605230886,2,4,22,2,0,0,0
20230605230886,3,19,22,2,0,0,0
20230605230886,4,18,22,2,0,0,0
20230605230887,1,30,18,1,0,0,0
20230605230887,2,45,21,2,0,0,0
20230605230887,3,27,26,1,0,0,0
20230605230894,1,58,18,2,0,0,0
20230605230894,2,64,20,1,0,0,0
20230605230895,1,67,19,2,0,0,0
20230605230897,1,42,18,1,0,0,0
20230605230897,2,42,21,2,0,0,0
20230605230901,1,73,18,1,0,0,0
20230605230901,2,69,20,2,0,0,0
20230605230909,1,85,18,2,60,0,0
20230605230917,1,62,18,2,0,0,0
20230605230917,2,40,22,1,0,0,0
20230605230917,3,26,23,2,0,0,0
20230605230922,1,40,18,2,0,0,0
20230605230922,2,46,20,1,0,0,0
20230605230922,3,8,22,1,0,0,0
20230605230922,4,7,22,2,0,0,0
20230605230922,5,1,22,1,0,0,0
20230605230927,1,62,18,1,0,0,0
20230605230927,2,57,20,2,0,0,0
20230605230931,1,85,19,1,60,0,0
20230605230934,1,69,18,2,0,0,0
20230605230934,2,85,20,1,60,0,0
20230605230938,1,64,18,1,0,0,0
20230605230938,2,62,20,2,0,0,0
20230605230938,3,85,26,2,60,0,0
20230605230941,1,71,18,2,0,0,0
20230605230941,2,79,20,1,0,0,0
20230605230942,1,78,18,1,0,0,0
20230605230942,2,76,20,2,0,0,0
20230605230943,1,80,19,2,0,0,0
20230605230948,1,49,18,2,0,0,0
20230605230948,2,17,22,1,0,0,0
20230605230958,1,36,19,1,0,0,0
20230605230964,1,31,18,1,0,0,0
20230605230964,2,33,20,2,0,0,0
20230605230967,1,79,18,1,0,0,0
20230605230967,2,80,20,2,0,0,0
20230605230968,1,64,19,1,0,0,0
20230605230977,1,69,18,1,0,0,0
20230605230977,2,66,20,2,0,0,0
20230605230981,1,78,19,2,0,0,0
20230605230982,1,48,18,2,0,0,0
20230605230982,2,56,20,1,0,0,0
20230605230989,1,41,18,2,0,0,0
20230605230989,2,2,22,1,0,0,0
20230605230990,1,85,19,2,60,0,0
20230605230997,1,72,18,1,0,0,0
20230605230997,2,67,20,2,0,0,0
20230605231001,1,41,18,2,0,0,0
20230605231001,2,41,20,1,0,0,0
20230605231001,3,12,22,2,0,0,0
20230605231001,4,10,22,2,0,0,0
20230605231001,5,7,22,2,0,0,0
20230605231012,1,60,18,1,0,0,0
20230605231012,2,56,20,2,0,0,0
20230605231018,1,74,18,2,0,0,0
20230605231018,2,74,20,1,0,0,0
20230605231019,1,68,18,1,0,0,0
20230605231027,1,79,18,1,0,0,0
20230605231027,2,75,20,2,0,0,0
20230605231033,1,53,18,2,0,0,0
20230605231033,2,56,20,1,0,0,0
20230605231033,3,16,22,2,0,0,0
20230605231033,4,15,22,1,0,0,0
20230605231033,5,14,22,2,0,0,0
20230605231036,1,62,18,1,0,0,0
20230605231036,2,59,20,2,0,0,0
20230605231041,1,80,18,2,0,0,0
20230605231041,2,80,20,1,0,0,0
20230605231042,1,58,18,2,0,0,0
20230605231042,2,63,20,1,0,0,0
20230605231047,1,76,19,2,0,0,0
20230605231050,1,61,18,2,0,0,0
20230605231050,2,68,20,1,0,0,0
20230605231050,3,25,22,1,0,0,0
20230605231054,1,57,19,2,0,0,0
20230605231054,2,53,21,1,0,0,0
20230605231058,1,34,18,2,0,0,0
20230605231058,2,38,20,1,0,0,0
20230605231070,1,34,18,2,0,0,0
20230605231070,2,64,24,2,0,0,0
20230605231070,4,33,29,1,0,0,0
20230605231072,1,51,18,1,0,0,0
20230605231072,2,50,20,2,0,0,0
20230605231072,3,17,22,2,0,0,0
20230605231072,4,15,22,1,0,0,23
20230605231077,1,70,19,2,0,0,0
20230605231086,1,50,18,2,0,0,0
20230605231086,2,22,22,2,0,0,0
20230605231086,3,50,20,1,0,0,0
20230605231086,4,16,22,1,0,0,0
20230605231090,1,61,18,1,0,0,0
20230605231090,2,56,20,2,0,0,0
20230605231101,1,85,18,1,60,0,0
20230605231101,2,85,20,2,60,0,0
20230605231105,1,26,18,1,0,0,0
20230605231105,2,67,24,2,0,0,0
20230605231107,1,34,18,1,0,0,0
20230605231107,2,33,20,2,0,0,0
20230605231108,1,59,18,2,0,0,0
20230605231108,2,61,20,1,0,0,0
20230605231113,1,48,18,2,0,0,0
20230605231113,2,49,20,1,0,0,0
20230605231113,3,18,22,1,0,0,0
20230605231113,4,13,22,1,0,0,0
20230605231113,5,11,22,2,0,0,0
20230605231114,1,72,18,2,0,0,0
20230605231114,2,80,20,1,0,0,0
20230605231132,1,59,18,2,0,0,0
20230605231132,2,60,20,1,0,0,0
20230605231139,1,58,18,1,0,0,0
20230605231139,2,51,20,2,0,0,0
20230605231143,1,47,18,2,0,0,0
20230605231143,3,13,22,1,0,0,0
20230605231143,4,9,22,2,0,0,0
20230605231150,1,25,19,1,0,0,0
20230605231150,2,24,21,2,0,0,0
20230605231157,1,47,18,1,0,0,0
20230605231157,2,49,20,2,0,0,0
20230605231157,3,20,22,1,0,0,0
20230605231157,4,17,22,2,0,0,0
20230605231160,1,52,18,2,0,0,0
20230605231160,2,51,20,1,0,0,0
20230605231160,3,15,22,2,0,0,0
20230605231161,1,46,19,1,0,0,0
20230605231180,1,80,19,2,0,0,0
20230605231183,1,33,18,1,0,0,0
20230605231183,2,34,20,2,0,0,0
20230605231183,3,1,22,1,0,0,0
20230605231192,1,85,18,2,60,0,0
20230605231192,2,85,20,1,60,0,0
20230605231194,1,70,19,1,0,0,0
20230605231204,1,53,18,2,0,0,0
20230605231204,2,18,22,1,0,0,0
20230605231204,3,17,22,2,0,0,0
20230605231205,1,38,18,2,0,0,0
20230605231205,2,12,22,1,0,0,0
20230605231211,1,69,18,2,0,0,0
20230605231211,2,68,20,1,0,0,0
20230605231220,1,85,19,2,60,0,0
20230605231222,1,74,18,2,0,0,0
20230605231222,2,53,22,2,0,0,0
20230605231226,1,52,18,1,0,0,0
20230605231226,2,46,20,2,0,0,0
20230605231226,3,18,22,1,0,0,0
20230605231226,4,11,22,2,0,0,0
20230605231226,5,79,26,2,0,0,0
20230605231227,1,47,19,1,0,0,0
20230605231230,1,48,18,1,0,0,0
20230605231230,2,47,20,2,0,0,0
20230605231230,3,16,22,1,0,0,0
20230605231230,4,15,22,2,0,0,0
20230605231234,1,39,19,2,0,0,0
20230605231259,1,32,18,2,0,0,0
20230605231259,2,36,20,1,0,0,0
20230605231259,3,4,22,2,0,0,0
20230605231262,1,80,19,2,0,0,0
20230605231263,1,79,19,2,0,0,0
20230605231267,1,85,18,2,60,0,0
20230605231267,2,80,20,1,0,0,0
20230605231268,1,62,18,1,0,0,0
20230605231268,2,60,20,2,0,0,0
20230605231271,1,67,19,2,0,0,0
20230605231275,1,37,19,2,0,0,0
20230605231278,1,72,18,1,0,0,0
20230605231278,2,68,20,2,0,0,0
20230605231284,1,77,19,1,0,0,0
20230605231294,1,42,18,2,0,0,0
20230605231294,2,43,20,1,0,0,0
20230605231294,3,11,22,2,0,0,0
20230605231294,4,10,22,2,0,0,0
20230605231294,5,10,22,2,0,0,0
20230605231304,1,78,18,1,0,0,0
20230605231304,2,78,20,2,0,0,0
20230605231305,1,80,19,1,0,0,0
20230605231312,1,32,18,2,0,0,0
20230605231312,2,34,20,1,0,0,0
20230605231313,1,68,18,1,0,0,0
20230605231313,2,64,20,2,0,0,0
20230605231314,1,53,18,1,0,0,0
20230605231314,2,55,20,2,0,0,0
20230605231316,1,44,18,1,0,0,0
20230605231316,2,42,20,2,0,0,0
20230605231319,1,37,18,1,0,0,0
20230605231319,2,36,20,2,0,0,0
20230605231319,3,2,22,2,0,0,0
20230605231330,1,29,18,1,0,0,0
20230605231330,2,27,20,2,0,0,0
20230605231330,3,3,22,2,0,0,0
20230605231330,4,0,22,1,0,0,22
20230605231331,1,41,19,2,0,0,0
20230605231334,1,41,18,1,0,0,0
20230605231334,2,35,20,2,0,0,0
20230605231340,1,33,18,1,0,0,0
20230605231340,2,33,20,2,0,0,0
20230605231341,1,39,18,2,0,0,0
20230605231341,2,38,20,1,0,0,0
20230605231341,3,11,22,2,0,0,0
20230605231341,4,6,22,1,0,0,0
20230605231341,5,3,22,1,0,0,0
20230605231349,1,42,18,2,0,0,0
20230605231349,2,12,22,1,0,0,0
20230605231349,3,9,22,1,0,0,0
20230605231353,1,28,19,2,0,0,0
20230605231357,1,58,19,2,0,0,0
20230605231358,1,30,19,2,0,0,0
20230605231359,1,69,18,2,0,0,0
20230605231359,2,71,20,1,0,0,0
20230605231363,1,80,18,1,0,0,0
20230605231363,2,76,20,2,0,0,0
20230605231373,1,78,18,1,0,0,0
20230605231373,2,76,20,2,0,0,0
20230605231383,1,66,19,2,0,0,0
20230605231394,1,39,18,2,0,0,0
20230605231394,2,17,22,2,0,0,0
20230605231394,3,13,22,1,0,0,0
20230605231395,1,62,18,1,0,0,0
20230605231395,2,63,20,2,0,0,0
20230605231399,1,85,18,1,60,0,0
20230605231399,2,85,20,2,60,0,0
20230605231401,1,72,18,1,0,0,0
20230605231401,2,73,20,2,0,0,0
20230605231403,1,80,19,1,0,0,0
20230605231411,1,35,19,1,0,0,0
20230605231417,1,63,19,1,0,0,0
20230605231418,1,66,18,1,0,0,0
20230605231418,2,66,20,2,0,0,0
20230605231422,1,41,18,1,0,0,0
20230605231422,2,39,20,2,0,0,0
20230605231424,1,67,18,2,0,0,0
20230605231424,2,63,25,1,0,0,0
20230605231424,3,41,29,1,0,0,0
20230605231427,1,72,19,2,0,0,0
20230605231431,1,60,19,1,0,0,0
20230605231440,1,53,18,1,0,0,0
20230605231440,2,48,20,2,0,0,0
20230605231440,3,17,22,2,0,0,0
20230605231440,4,14,22,2,0,0,0
20230605231444,1,80,19,2,0,0,0
20230605231457,1,62,18,2,0,0,0
20230605231457,2,64,20,1,0,0,0
20230605231457,3,29,22,2,0,0,0
20230605231458,1,27,18,2,0,0,0
20230605231458,2,41,25,2,0,0,0
20230605231458,3,8,26,2,0,0,0
20230605231458,4,7,26,1,0,0,0
20230605231460,1,57,18,1,0,0,0
20230605231460,2,58,20,2,0,0,0
20230605231460,3,22,22,2,0,0,0
20230605231460,5,22,30,2,0,0,0
20230605231461,1,57,18,2,0,0,0
20230605231461,2,58,20,1,0,0,0
20230605231461,3,30,22,1,0,0,0
20230605231461,4,8,23,2,0,0,0
20230605231461,5,7,23,1,0,0,0
20230605231461,6,30,26,2,0,0,0
20230605231463,1,61,19,2,0,0,0
20230605231474,1,60,19,2,0,0,0
20230605231478,1,41,18,1,0,0,0
20230605231478,2,31,20,2,0,0,0
20230605231478,3,3,22,1,0,0,0
20230605231483,1,32,18,2,0,0,0
20230605231483,2,11,22,1,0,0,0
20230605231492,1,43,19,2,0,0,0
20230605231496,1,39,19,2,0,0,0
20230605231499,1,52,18,2,0,0,0
20230605231499,2,49,20,1,0,0,0
20230605231499,3,18,22,1,0,0,0
20230605231507,1,52,18,1,0,0,0
20230605231507,2,47,20,2,0,0,0
20230605231507,3,22,22,1,0,0,0
20230605231507,4,18,22,1,0,0,0
20230605231507,5,16,22,1,0,0,0
20230605231508,1,59,18,1,0,0,0
20230605231508,2,63,20,2,0,0,0
20230605231513,1,80,19,2,0,0,0
20230605231521,1,48,19,1,0,0,0
20230605231522,1,37,18,2,0,0,0
20230605231522,2,36,20,1,0,0,0
20230605231522,3,4,22,2,0,0,0
20230605231526,1,64,18,2,0,0,0
20230605231526,2,70,20,1,0,0,0
20230605231534,1,40,18,2,0,0,0
20230605231534,2,4,22,1,0,0,0
20230605231535,1,60,19,1,0,0,0
20230605231539,1,62,19,1,0,0,0
20230605231541,1,42,18,1,0,0,0
20230605231541,2,43,20,2,0,0,0
20230605231541,3,7,22,2,0,0,0
20230605231541,4,6,22,1,0,0,0
20230605231544,1,40,18,1,0,0,0
20230605231544,2,42,20,2,0,0,0
20230605231544,3,10,22,2,0,0,0
20230605231544,4,7,22,2,0,0,0
20230605231555,1,27,19,1,0,0,0
20230605231556,1,72,18,1,0,0,0
20230605231556,2,73,20,2,0,0,0
20230605231559,1,59,18,2,0,0,0
20230605231559,2,59,20,1,0,0,0
20230605231564,1,60,18,1,0,0,0
20230605231564,2,53,20,2,0,0,0
20230605231566,1,63,18,2,0,0,0
20230605231566,2,31,22,1,0,0,0
20230605231568,1,58,19,2,0,0,0
