TUCASEID,TULINENO,TEAGE,TERRP,TESEX,TXAGE,TXRRP,TXSEX
20230302231336,3,4,22,1,0,0,0
20230302231336,4,2,22,1,0,0,0
20230302231343,1,23,19,2,0,0,0
20230302231346,1,42,18,2,0,0,0
20230302231346,2,16,22,1,0,0,0
20230302231346,3,12,22,1,0,0,0
20230302231348,1,35,18,2,0,0,0
20230302231348,2,38,20,1,0,0,0
20230302231348,3,6,22,1,0,0,0
20230302231348,4,4,22,1,0,0,0
20230302231348,5,1,22,1,0,0,0
20230302231356,1,85,18,2,60,0,0
20230302231356,2,85,20,1,60,0,0
20230302231358,1,51,18,1,0,0,0
20230302231358,2,51,20,2,0,0,0
20230302231358,3,17,22,2,0,0,0
20230302231358,4,10,22,2,0,0,0
20230302231362,1,79,18,2,0,0,0
20230302231362,2,79,20,1,0,0,0
20230302231365,1,55,18,2,0,0,0
20230302231365,2,66,20,1,0,0,0
20230302231366,1,64,19,2,0,0,0
20230302231368,1,76,19,1,0,0,0
20230302231369,1,15,18,2,0,0,0
20230302231369,2,42,24,1,0,0,0
20230302231369,3,45,24,2,0,0,0
20230302231369,4,19,25,2,0,0,0
20230302231372,1,44,18,1,0,0,0
20230302231372,2,37,20,2,0,0,0
20230302231372,3,7,22,2,0,0,0
20230302231372,4,4,22,2,0,0,0
20230302231373,1,70,18,1,0,0,0
20230302231373,2,68,20,2,0,0,0
20230302231374,1,72,18,2,0,0,0
20230302231374,2,70,20,1,0,0,0
20230302231376,1,52,18,2,0,0,0
20230302231376,2,23,22,1,0,0,0
20230302231376,3,19,22,1,0,0,0
20230302231376,4,14,22,2,0,0,0
20230302231379,1,76,19,2,0,0,0
20230302231389,1,49,19,1,0,0,0
20230302231398,1,53,19,2,0,0,0
20230302231399,1,79,19,2,0,0,0
20230302231403,1,31,19,2,0,0,0
20230302231403,2,30,30,1,0,0,0
20230302231410,1,77,18,1,0,0,0
20230302231410,2,77,20,2,0,0,0
20230302231410,3,54,22,1,0,0,0
20230302231419,1,70,19,1,0,0,0
20230302231420,1,37,18,1,0,0,0
20230302231420,2,2,22,1,0,0,0
20230302231420,3,38,21,2,0,0,0
20230302231422,1,60,18,2,0,0,0
20230302231422,2,19,22,1,0,0,0
20230302231422,3,18,22,1,0,0,0
20230302231426,1,79,19,2,0,0,0
20230302231427,1,51,19,2,0,0,0
20230302231431,1,70,19,1,0,0,0
20230302231435,1,36,18,1,0,0,0
20230302231435,2,34,20,2,0,0,0
20230302231440,1,65,19,2,0,0,0
20230302231444,1,58,18,2,0,0,0
20230302231444,2,57,20,1,0,0,0
20230302231445,1,63,18,1,0,0,0
20230302231445,2,40,20,1,0,0,0
20230302231449,1,46,18,1,0,0,0
20230302231449,2,13,22,1,0,0,0
20230302231449,3,12,22,1,0,0,0
20230302231449,4,8,22,2,0,0,0
20230302231455,1,85,18,1,60,0,0
20230302231457,1,58,19,1,0,0,0
20230302231461,1,78,18,1,0,0,0
20230302231461,2,59,20,2,0,0,0
20230302231463,1,41,18,1,0,0,0
20230302231463,2,39,20,2,0,0,0
20230302231463,3,7,22,1,0,0,0
20230302231463,4,3,22,2,0,0,0
20230302231464,1,17,18,2,0,0,0
20230302231464,2,52,24,1,0,0,0
20230302231464,3,47,24,2,0,0,0
20230302231464,4,15,25,2,0,0,0
20230302231467,1,46,18,1,0,0,0
20230302231467,2,48,20,2,0,0,0
20230302231467,3,13,22,1,0,0,0
20230302231467,4,11,22,2,0,0,0
20230302231468,1,80,18,1,0,0,0
20230302231468,2,79,20,2,0,0,0
20230302231468,3,51,22,1,0,0,0
20230302231471,1,67,18,2,0,0,0
20230302231471,2,70,20,1,0,0,0
20230302231471,3,48,22,2,0,0,0
20230302231471,4,41,22,1,0,0,0
20230302231480,1,48,18,2,0,0,0
20230302231480,2,47,20,1,0,0,0
20230302231481,1,36,18,2,0,0,0
20230302231481,2,37,20,1,0,0,0
20230302231481,3,5,22,2,0,0,0
20230302231481,4,0,22,1,0,0,0
20230302231484,1,78,18,2,0,0,0
20230302231484,2,80,20,1,0,0,0
20230302231487,1,39,19,1,0,0,0
20230302231503,1,27,19,1,0,0,0
20230302231510,1,42,18,2,0,0,0
20230302231510,2,41,20,1,0,0,0
20230302231510,3,16,22,1,0,0,0
20230302231510,4,14,22,2,0,0,0
20230302231513,1,44,19,1,0,0,0
20230302231516,1,74,18,1,0,0,0
20230302231516,2,74,20,2,0,0,0
20230302231523,1,51,18,1,0,0,0
20230302231523,2,52,20,2,0,0,0
20230302231523,3,19,22,2,0,0,0
20230302231525,1,64,18,2,0,0,0
20230302231525,2,62,20,1,0,0,0
20230302231526,1,67,19,2,0,0,0
20230302231529,1,55,18,2,0,0,0
20230302231529,2,12,22,2,0,0,0
20230302231530,1,49,18,2,0,0,0
20230302231530,2,14,22,2,0,0,0
20230302231530,3,55,21,1,0,0,0
20230302231538,1,74,19,2,0,0,0
20230302231545,1,80,19,2,0,0,0
20230302231553,1,25,19,1,0,0,0
20230302231554,1,78,18,1,0,0,0
20230302231554,2,68,20,2,0,0,0
20230302231554,3,42,22,1,0,0,0
20230302231560,1,80,19,1,0,0,0
20230302231574,1,53,19,2,0,0,0
20230302231578,1,45,18,1,0,0,0
20230302231578,2,39,20,2,0,0,0
20230302231578,3,13,22,1,0,0,0
20230302231578,4,11,22,1,0,0,0
20230302231578,5,9,22,2,0,0,0
20230302231582,1,61,18,1,0,0,0
20230302231582,2,54,20,2,0,0,0
20230302231597,1,65,19,2,0,0,0
20230302231598,1,39,19,1,0,0,0
20230302231600,1,29,19,2,0,0,0
20230302231601,1,42,18,1,0,0,0
20230302231601,2,42,20,2,0,0,0
20230302231601,3,12,22,1,0,0,0
20230302231601,4,9,22,2,0,0,0
20230302231601,5,6,22,1,0,0,0
20230302231601,6,3,22,2,0,0,0
20230302231604,1,38,18,2,0,0,0
20230302231604,2,39,20,1,0,0,0
20230302231604,3,6,22,2,0,0,0
20230302231604,4,2,22,1,0,0,0
20230302231609,1,42,18,2,0,0,0
20230302231609,2,42,20,1,0,0,0
20230302231614,1,80,19,2,0,0,0
20230302231620,1,27,19,2,0,0,0
20230302231621,1,28,19,1,0,0,0
20230302231627,1,29,18,2,0,0,0
20230302231627,2,29,28,2,0,0,0
20230302231628,1,54,18,1,0,0,0
20230302231628,2,0,22,1,0,0,0
20230302231628,3,40,20,2,0,0,0
20230302231632,1,38,19,2,0,0,0
20230302231635,1,60,18,2,0,0,0
20230302231635,2,61,20,1,0,0,0
20230302231645,1,35,18,2,0,0,0
20230302231645,2,8,22,2,0,0,0
20230302231645,3,10,22,1,0,0,0
20230302231654,1,80,19,2,60,0,0
20230302231656,1,52,18,2,0,0,0
20230302231656,2,58,20,1,0,0,0
20230302231670,1,30,18,1,0,0,0
20230302231670,2,27,20,2,0,0,0
20230302231670,3,1,22,1,0,0,0
20230302231672,1,27,19,1,0,0,0
20230302231675,1,78,18,1,0,0,0
20230302231675,2,75,20,2,0,0,0
20230302231682,1,56,18,1,0,0,0
20230302231682,2,56,20,2,0,0,0
20230302231682,3,16,22,2,0,0,0
20230302231682,4,14,22,2,0,0,0
20230302231698,1,65,19,2,0,0,0
20230302231701,1,73,18,1,0,0,0
20230302231701,2,80,20,2,0,0,0
20230302231716,1,64,19,2,0,0,0
20230302231718,1,27,18,2,0,0,0
20230302231718,2,26,20,1,0,0,0
20230302231720,1,68,19,2,0,0,0
20230302231725,1,35,18,1,0,0,0
20230302231725,2,35,20,2,0,0,0
20230302231725,3,7,22,2,0,0,0
20230302231725,4,12,22,1,0,0,0
20230302231727,1,42,18,1,0,0,0
20230302231727,2,10,22,1,0,0,0
20230302231727,3,6,22,1,0,0,0
20230302231728,1,78,19,2,0,0,0
20230302231729,1,20,18,1,0,0,0
20230302231729,2,64,24,1,0,0,0
20230302231729,3,60,24,2,0,0,0
20230302231732,1,63,18,2,0,0,0
20230302231732,2,62,20,1,0,0,0
20230302231734,1,59,19,1,0,0,0
20230302231737,1,33,18,1,0,0,0
20230302231737,2,33,20,2,0,0,0
20230302231737,3,9,22,2,0,0,0
20230302231737,4,6,22,1,0,0,0
20230302231737,5,2,22,1,0,0,0
20230302231740,1,52,19,2,0,0,0
20230302231742,1,44,18,1,0,0,0
20230302231742,2,40,20,2,0,0,0
20230302231742,3,8,22,2,0,0,0
20230302231742,4,1,22,1,0,0,0
20230302231743,1,60,18,1,0,0,0
20230302231743,2,54,20,2,0,0,0
20230302231743,3,25,22,2,0,0,0
20230302231743,4,21,22,1,0,0,0
20230302231751,1,56,18,1,0,0,0
20230302231751,2,68,20,2,0,0,0
20230302231756,1,31,18,1,0,0,0
20230302231756,2,37,20,2,0,0,0
20230302231756,3,11,22,2,0,0,0
20230302231756,4,8,22,1,0,0,0
20230302231756,5,55,26,2,0,0,0
20230302231756,6,80,25,2,0,0,0
20230302231759,1,65,18,2,0,0,0
20230302231759,2,58,20,1,0,0,0
20230302231759,3,30,22,1,0,0,0
20230302231759,4,26,22,1,0,0,0
20230302231759,5,1,23,2,0,0,0
20230302231759,6,25,26,2,0,0,0
20230302231765,1,49,18,2,0,0,0
20230302231765,2,50,20,1,0,0,0
20230302231765,3,17,22,1,0,0,0
20230302231766,1,60,19,2,0,0,0
20230302231766,2,62,20,2,0,0,0
20230302231770,1,33,18,2,0,0,0
20230302231770,2,36,20,1,0,0,0
20230302231774,1,74,18,1,0,0,0
20230302231774,2,71,20,2,0,0,0
20230302231776,1,38,18,2,0,0,0
20230302231776,2,15,21,2,0,0,0
20230302231776,3,10,22,2,0,0,0
20230302231779,1,80,19,1,0,0,0
20230302231783,1,79,18,1,0,0,0
20230302231783,2,80,20,2,0,0,0
20230302231787,1,50,18,2,0,0,0
20230302231787,2,58,20,1,0,0,0
20230302231799,1,76,18,2,0,0,0
20230302231799,2,80,20,1,0,0,0
20230302231807,1,33,18,1,0,0,0
20230302231807,2,32,20,2,0,0,0
20230302231807,3,3,22,2,0,0,0
20230302231807,4,2,22,2,0,0,0
20230302231809,1,55,18,1,0,0,0
20230302231809,2,85,26,2,60,0,0
20230302231814,1,73,19,2,0,0,0
20230302231814,2,71,28,2,0,0,0
20230302231821,1,45,18,1,0,0,0
20230302231821,2,42,20,2,0,0,0
20230302231821,3,17,22,1,0,0,0
20230302231821,4,11,22,1,0,0,0
20230302231830,1,49,19,1,0,0,0
20230302231834,1,23,18,1,0,0,0
20230302231834,2,51,24,2,0,0,0
20230302231834,3,52,24,1,0,0,0
20230302231834,4,21,25,2,0,0,0
20230302231836,1,55,19,1,0,0,0
20230302231840,1,71,18,2,0,0,0
20230302231840,2,42,22,1,0,0,0
20230302231840,4,41,26,2,0,0,0
20230302231847,1,55,18,1,0,0,0
20230302231847,2,52,20,2,0,0,0
20230302231847,3,18,22,1,0,0,0
20230302231847,4,18,22,2,0,0,0
20230302231852,1,61,19,2,0,0,0
20230302231852,2,65,20,1,0,0,0
20230302231856,1,74,19,1,0,0,0
20230302231866,1,35,18,1,0,0,0
20230302231866,2,31,20,2,0,0,0
20230302231866,3,2,22,2,0,0,0
20230302231866,4,63,24,1,0,0,0
20230302231866,5,72,24,2,0,0,0
20230302231867,1,44,18,1,0,0,0
20230302231867,2,41,20,2,0,0,0
20230302231867,3,10,22,1,0,0,0
20230302231867,4,12,22,2,0,0,0
20230302231872,1,75,18,2,0,0,0
20230302231872,2,68,20,1,0,0,0
20230302231876,1,33,19,1,0,0,0
20230302231878,1,39,19,1,0,0,0
20230302231878,2,13,22,2,0,0,0
20230302231878,3,12,22,2,0,0,0
20230302231878,4,3,22,2,0,0,0
20230302231882,1,17,18,2,0,0,0
20230302231882,2,50,24,1,0,0,0
20230302231882,3,15,25,2,0,0,0
20230302231884,1,59,19,1,0,0,0
20230302231886,1,71,19,2,0,0,0
20230302231887,1,68,18,1,0,0,0
20230302231887,2,74,20,2,0,0,0
20230302231892,1,57,18,2,0,0,0
20230302231892,2,36,22,2,0,0,0
20230302231893,1,54,19,1,0,0,0
20230302231894,1,64,18,1,0,0,0
20230302231894,2,62,20,2,0,0,0
20230302231898,1,24,19,2,0,0,0
20230302231898,2,23,28,2,0,0,0
20230302231898,3,22,28,2,0,0,0
20230302231898,4,22,28,2,0,0,0
20230302231903,1,52,18,2,0,0,0
20230302231903,2,52,20,1,0,0,0
20230302231903,3,16,22,2,0,0,0
20230302231903,4,14,22,2,0,0,0
20230302231905,1,71,18,1,0,0,0
20230302231905,2,75,20,2,0,0,0
20230302231909,1,50,19,2,0,0,0
20230302231911,1,77,19,1,0,0,0
20230302231916,1,36,18,2,0,0,0
20230302231916,2,40,20,1,0,0,0
20230302231916,3,4,22,1,0,0,0
20230302231916,4,73,24,1,0,0,0
20230302231918,1,58,19,1,0,0,0
20230302231919,1,49,18,2,0,0,0
20230302231919,2,56,20,1,0,0,0
20230302231919,3,22,22,2,0,0,0
20230302231919,4,18,22,1,0,0,0
20230302231919,5,17,22,1,0,0,0
20230302231919,6,8,22,1,0,0,0
20230302231924,1,57,18,1,0,0,0
20230302231924,2,42,21,2,0,0,0
20230302231928,1,57,18,1,0,0,0
20230302231928,2,52,20,2,0,0,0
20230302231928,3,20,22,2,0,0,0
20230302231929,1,28,19,2,0,0,0
20230302231929,2,30,21,1,0,0,0
20230302231936,1,45,18,1,0,0,0
20230302231936,2,42,20,2,0,0,0
20230302231936,3,66,26,1,23,0,0
20230302231936,4,16,22,2,0,0,0
20230302231936,5,15,22,2,0,0,0
20230302231936,6,3,22,2,0,0,0
20230302231943,1,70,19,1,0,0,0
20230302231944,1,61,18,1,0,0,0
20230302231944,2,65,20,2,0,0,0
20230302231944,3,27,22,2,0,0,0
20230302231945,1,60,18,1,0,0,0
20230302231945,2,58,20,2,0,0,0
20230302231947,1,67,18,2,0,0,0
20230302231947,2,63,21,1,0,0,0
20230302231950,1,18,18,2,0,0,0
20230302231950,2,56,24,1,0,0,0
20230302231950,3,51,24,2,0,0,0
20230302231950,4,15,25,2,0,0,0
20230302231953,1,31,18,1,0,0,0
20230302231953,2,31,20,2,0,0,0
20230302231953,3,11,22,2,0,0,0
20230302231953,4,8,22,2,0,0,0
20230302231953,5,1,22,2,0,0,0
20230302231957,1,71,18,1,0,0,0
20230302231957,2,66,20,2,0,0,0
20230302231961,1,45,18,2,0,0,0
20230302231961,2,20,22,1,0,0,0
20230302231961,3,10,22,2,0,0,0
20230302231961,4,8,22,1,0,0,0
20230302231963,1,32,18,1,0,0,0
20230302231963,2,32,20,2,0,0,0
20230302231963,3,2,22,2,0,0,0
20230302231964,1,53,18,2,0,0,0
20230302231964,2,75,24,2,0,0,0
20230302231964,3,73,24,1,0,0,0
20230302231966,1,66,19,1,0,0,0
20230302231967,1,78,18,1,0,0,0
20230302231967,2,53,20,2,0,0,0
20230302231968,1,58,18,2,0,0,0
20230302231968,2,65,20,1,0,0,0
20230302231974,1,69,18,2,0,0,0
20230302231974,2,69,20,1,0,0,0
20230302231984,1,38,18,1,0,0,0
20230302231984,2,36,21,2,0,0,0
20230302231984,3,10,26,2,0,0,0
20230302231984,4,8,26,2,0,0,0
20230302231984,5,5,26,2,0,0,0
20230302231984,6,6,30,2,0,0,0
20230302231984,7,3,30,1,0,0,0
20230302231988,1,54,18,2,0,0,0
20230302231988,2,58,20,1,0,0,0
20230302231988,3,15,22,2,0,0,0
20230302231988,5,11,22,1,0,0,0
20230302231991,1,29,18,2,0,0,0
20230302231991,2,29,21,1,0,0,0
20230302231991,3,8,22,2,0,0,0
20230302231992,1,21,18,1,0,0,0
20230302231992,2,56,24,1,0,0,0
20230302231992,3,49,24,2,0,0,0
20230302231993,1,42,18,1,0,0,0
20230302231993,2,43,20,2,0,0,0
20230302231993,3,11,22,1,0,0,0
20230302231993,4,14,22,1,0,0,0
20230302231993,5,70,26,2,0,0,0
20230302231995,1,51,18,2,0,0,0
20230302231995,2,27,22,2,0,0,0
20230302231997,1,29,19,2,0,0,0
20230302232002,1,32,18,2,0,0,0
20230302232002,2,35,20,1,0,0,0
20230302232002,3,12,22,1,0,0,0
20230302232002,4,9,22,1,0,0,0
20230302232004,1,76,18,2,0,0,0
20230302232004,2,85,20,1,60,0,0
20230302232010,1,34,19,1,0,0,0
20230302232014,1,68,19,2,0,0,0
20230302232016,1,80,18,2,60,0,0
20230302232016,2,79,20,1,0,0,0
20230302232024,1,55,18,2,0,0,0
20230302232024,2,57,20,1,0,0,0
20230302232026,1,56,18,1,0,0,0
20230302232026,2,54,20,2,0,0,0
20230302232026,3,19,22,1,0,0,0
20230302232029,1,56,18,2,0,0,0
20230302232029,2,56,20,1,0,0,0
20230302232029,3,17,22,1,0,0,0
20230302232029,4,20,22,2,0,0,0
20230302232031,1,54,19,2,0,0,0
20230302232032,1,47,18,1,0,0,0
20230302232032,2,46,20,2,0,0,0
20230302232032,3,18,22,1,0,0,0
20230302232032,4,75,26,2,0,0,0
20230302232035,1,58,18,2,0,0,0
20230302232035,2,63,20,1,0,0,0
20230302232044,1,31,19,1,0,0,0
20230302232052,1,31,19,1,0,0,0
20230302232056,1,64,18,1,0,0,0
20230302232056,2,56,20,2,0,0,0
20230302232059,1,66,18,2,0,0,0
20230302232059,2,41,22,2,0,0,0
20230302232059,3,38,26,1,0,0,0
20230302232059,4,3,23,1,0,0,0
20230302232067,1,39,18,1,0,0,0
20230302232067,2,39,20,2,0,0,0
20230302232072,1,66,18,2,0,0,0
20230302232072,2,37,22,2,0,0,0
20230302232072,3,9,23,2,0,0,0
20230302232079,1,61,18,2,0,0,0
20230302232079,2,80,24,2,0,0,0
20230302232088,1,59,18,2,0,0,0
20230302232088,2,26,22,2,0,0,0
20230302232088,3,59,20,1,0,0,0
20230302232094,1,45,18,2,0,0,0
20230302232094,2,47,20,1,0,0,0
20230302232094,3,19,22,1,0,0,0
20230302232094,4,17,22,1,0,0,0
20230302232094,5,11,22,1,0,0,0
20230302232094,6,6,22,1,0,0,0
20230302232103,1,53,18,2,0,0,0
20230302232103,2,56,20,1,0,0,0
20230302232108,1,77,19,2,0,0,0
20230302232112,1,50,19,2,0,0,0
20230302232113,1,66,18,1,0,0,0
20230302232116,1,45,18,2,0,0,0
20230302232116,2,19,22,1,0,0,0
20230302232116,3,46,20,1,0,0,0
20230302232116,4,8,22,1,0,0,0
20230302232116,5,9,22,1,0,0,0
20230302232116,6,18,22,2,0,0,0
20230302232117,1,70,19,2,0,0,0
20230302232135,1,68,19,1,0,0,0
20230302232136,1,85,19,1,60,0,0
20230302232139,1,85,19,2,60,0,0
20230302232140,1,64,18,1,0,0,0
20230302232140,2,62,20,2,0,0,0
20230302232146,1,60,18,2,0,0,0
20230302232146,2,63,20,1,0,0,0
20230302232146,3,29,22,2,0,0,0
20230302232151,1,41,18,1,0,0,0
20230302232151,2,40,20,2,0,0,0
20230302232151,3,3,22,1,0,0,0
20230302232151,4,1,22,2,0,0,0
20230302232159,1,55,18,2,0,0,0
20230302232159,2,55,20,1,0,0,0
20230302232163,1,80,18,1,0,0,0
20230302232163,2,72,20,2,0,0,0
20230302232166,1,35,18,1,0,0,0
20230302232166,2,43,20,2,0,0,0
20230302232166,3,12,22,2,0,0,0
20230302232166,4,9,22,2,0,0,0
20230302232167,1,65,19,2,0,0,0
20230302232173,1,32,18,1,0,0,0
20230302232173,2,30,20,2,0,0,0
20230302232173,3,1,22,1,0,0,0
20230302232175,1,38,18,2,0,0,0
20230302232175,2,38,30,1,0,0,0
20230302232175,3,16,22,2,0,0,0
20230302232175,4,8,22,2,0,0,0
20230302232175,5,6,22,2,0,0,0
20230302232176,1,53,18,2,0,0,0
20230302232176,2,61,20,1,0,0,0
20230302232176,3,25,22,2,0,0,0
20230302232176,4,19,22,2,0,0,0
20230302232176,5,13,22,1,0,0,0
20230302232180,1,43,18,2,0,0,0
20230302232180,2,13,22,1,0,0,0
20230302232180,3,12,22,2,0,0,0
20230302232182,1,68,18,2,0,0,0
20230302232182,2,69,20,1,0,0,0
20230302232184,1,25,19,1,0,0,0
20230302232184,2,25,20,2,0,0,0
20230302232186,1,32,18,2,0,0,0
20230302232186,2,35,20,1,0,0,0
20230302232186,3,0,22,1,0,0,0
20230302232189,1,80,18,1,0,0,0
20230302232189,2,77,20,2,0,0,0
20230302232199,1,27,19,2,0,0,0
20230302232200,1,63,18,1,0,0,0
20230302232200,2,63,20,2,0,0,0
20230302232202,1,50,18,1,0,0,0
20230302232202,2,49,20,2,0,0,0
20230302232202,3,24,22,2,0,0,0
20230302232202,4,14,22,2,0,0,0
20230302232203,1,67,18,2,0,0,0
20230302232203,2,58,20,1,0,0,0
20230302232207,1,65,18,1,0,0,0
20230302232207,2,64,20,2,0,0,0
20230302232208,1,78,18,1,0,0,0
20230302232208,2,70,20,2,0,0,0
20230302232213,1,53,19,2,0,0,0
20230302232214,1,85,18,1,60,0,0
20230302232214,2,85,20,2,60,0,0
20230302232215,1,67,18,1,0,0,0
20230302232215,2,68,20,2,0,0,0
20230302232218,1,77,19,1,0,0,0
20230302232220,1,55,18,1,0,0,0
20230302232220,2,53,20,2,0,0,0
20230302232224,1,33,18,1,0,0,0
20230302232224,2,24,25,1,0,0,0
20230302232225,1,36,18,2,0,0,0
20230302232225,2,40,20,1,0,0,0
20230302232225,3,10,22,1,0,0,0
20230302232225,4,5,22,1,0,0,0
20230302232228,1,63,19,2,0,0,0
20230302232229,1,85,19,2,60,0,0
20230302232230,1,53,18,1,0,0,0
20230302232230,2,56,20,2,0,0,0
20230302232232,1,56,18,2,0,0,0
20230302232232,2,57,20,1,0,0,0
20230302232232,3,18,22,1,0,0,0
20230302232235,1,55,18,2,0,0,0
20230302232235,2,64,20,1,0,0,0
20230302232239,1,41,18,1,0,0,0
20230302232239,2,35,20,2,0,0,0
20230302232239,3,9,22,2,0,0,0
20230302232239,4,8,22,1,0,0,0
20230302232239,5,2,22,1,0,0,0
20230302232244,1,26,18,2,0,0,0
20230302232244,2,31,21,1,0,0,0
20230302232252,1,47,18,2,0,0,0
20230302232252,2,49,20,1,0,0,0
20230302232259,1,67,18,1,0,0,0
20230302232259,2,62,20,2,0,0,0
20230302232260,1,65,19,2,0,0,0
20230302232261,1,63,19,2,0,0,0
20230302232265,1,75,19,2,0,0,0
20230302232268,1,71,18,2,0,0,0
20230302232268,2,74,20,1,0,0,0
20230302232272,1,78,19,2,0,0,0
20230302232273,1,31,18,1,0,0,0
20230302232273,2,28,28,2,0,0,0
20230302232287,1,79,18,1,0,0,0
20230302232287,2,77,20,2,0,0,0
20230302232290,1,39,19,1,0,0,0
20230302232290,2,42,20,2,0,0,0
20230302232300,1,76,19,2,0,0,0
20230302232302,1,52,18,2,0,0,0
20230302232302,2,80,26,1,0,0,0
20230302232302,3,54,20,1,0,0,0
20230302232302,4,14,22,1,0,0,0
20230302232306,1,72,19,1,0,0,0
20230302232308,1,73,18,2,0,0,0
20230302232308,2,30,22,2,0,0,0
20230302232311,1,38,18,2,0,0,0
20230302232311,2,44,21,1,0,0,0
20230302232327,1,59,18,1,0,0,0
20230302232327,2,61,20,2,0,0,0
20230302232328,1,35,18,1,0,0,0
20230302232328,2,36,20,2,0,0,0
20230302232329,1,74,18,1,0,0,0
20230302232329,2,73,20,2,0,0,0
20230302232332,1,57,18,1,0,0,0
20230302232332,2,14,22,2,0,0,0
20230302232332,3,45,28,2,0,0,0
20230302232335,1,40,18,2,0,0,0
20230302232335,2,35,20,1,0,0,0
20230302232335,3,7,22,1,0,0,0
20230302232335,4,5,22,2,0,0,0
20230302232340,1,75,18,2,0,0,0
20230302232340,2,77,20,1,0,0,0
20230302232347,1,72,18,1,0,0,0
20230302232347,2,73,20,2,0,0,0
20230302232351,1,51,18,2,0,0,0
20230302232351,2,16,22,1,0,0,0
20230302232351,3,16,22,2,0,0,0
20230302232351,4,13,22,2,0,0,0
20230302232360,1,66,18,2,0,0,0
20230302232360,2,10,23,2,0,0,0
20230302232360,3,5,23,2,0,0,0
20230302232360,4,63,25,1,0,0,0
20230302232362,1,69,19,1,0,0,0
20230302232363,1,85,19,2,60,0,0
20230302232365,1,28,18,2,0,0,0
20230302232365,2,71,24,1,0,0,0
20230302232365,3,66,24,2,0,0,0
20230302232366,1,75,18,2,0,0,0
20230302232366,2,14,23,1,0,0,0
20230302232367,1,51,18,2,0,0,0
20230302232367,2,77,26,2,0,0,0
20230302232372,1,41,19,1,0,0,0
20230302232373,1,39,18,2,0,0,0
20230302232373,2,41,20,1,0,0,0
20230302232373,3,6,22,1,0,0,0
20230302232373,4,3,22,1,0,0,0
20230302232375,1,67,18,2,0,0,0
20230302232375,2,66,20,1,0,0,0
20230302232376,1,75,18,2,0,0,0
20230302232376,2,78,20,1,0,0,0
20230302232377,1,60,18,1,0,0,0
20230302232377,2,59,20,2,0,0,0
20230302232383,1,79,19,2,0,0,0
20230302232395,1,28,18,2,0,0,0
20230302232395,2,10,22,2,0,0,0
20230302232395,3,1,22,2,0,0,0
20230302232398,1,46,19,2,0,0,0
20230302232399,1,51,18,2,0,0,0
20230302232399,2,52,20,1,0,0,0
20230302232399,3,12,22,2,0,0,0
20230302232401,1,65,18,1,0,0,0
20230302232401,2,61,20,2,0,0,0
20230302232407,1,73,18,2,0,0,0
20230302232407,2,72,20,1,0,0,0
20230302232410,1,67,18,1,0,0,0
20230302232410,2,80,20,2,0,0,0
20230302232412,1,36,18,1,0,0,0
20230302232412,2,38,20,2,0,0,0
20230302232412,3,5,22,1,0,0,0
20230302232412,4,3,22,1,0,0,0
20230302232413,1,74,18,2,0,0,0
20230302232413,2,72,20,1,0,0,0
20230302232415,1,21,18,1,0,0,0
20230302232415,2,21,28,1,0,0,0
20230302232419,1,85,19,1,60,0,0
20230302232429,1,20,18,2,0,0,0
20230302232429,2,42,24,2,0,0,0
20230302232429,3,55,24,1,0,0,0
20230302232429,4,18,25,1,0,0,0
20230302232429,5,9,25,1,0,0,0
20230302232430,1,46,18,2,0,0,0
20230302232430,2,51,20,1,0,0,0
20230302232431,1,34,18,1,0,0,0
20230302232431,2,40,20,2,0,0,0
20230302232440,1,85,18,2,60,0,0
20230302232440,2,85,20,1,60,0,0
20230302232442,1,46,18,2,0,0,0
20230302232442,2,48,20,1,0,0,0
20230302232443,1,66,19,1,0,0,0
20230302232447,1,50,18,2,0,0,0
20230302232447,2,54,20,1,0,0,0
20230302232447,3,17,22,2,0,0,0
20230302232447,4,22,22,2,0,0,0
20230302232450,1,53,18,1,0,0,0
20230302232450,2,52,20,2,0,0,0
20230302232450,3,13,22,2,0,0,0
20230302232450,4,16,23,1,0,0,0
20230302232459,1,71,19,1,0,0,0
20230302232459,2,71,21,2,0,0,0
20230302232459,3,85,24,1,60,0,0
20230302232462,1,51,18,1,0,0,0
20230302232462,2,46,20,2,0,0,0
20230302232466,1,38,18,2,0,0,0
20230302232466,2,40,20,1,0,0,0
20230302232466,3,0,22,2,0,0,0
20230302232469,1,63,19,2,0,0,0
20230302232470,1,37,18,1,0,0,0
20230302232470,2,24,20,2,0,0,0
20230302232470,3,4,22,2,0,0,0
20230302232470,4,3,22,1,0,0,0
20230302232471,1,80,18,2,0,0,0
20230302232471,2,80,20,1,0,0,0
20230302232473,1,48,18,2,0,0,0
20230302232473,2,15,22,1,0,0,0
20230302232476,1,71,19,1,0,0,0
20230302232480,1,33,19,1,0,0,0
20230302232487,1,50,19,1,0,0,0
20230302232496,1,67,18,2,0,0,0
20230302232496,2,67,20,1,0,0,0
20230302232496,3,38,22,1,0,0,0
20230302232498,1,19,18,2,0,0,0
20230302232498,2,61,24,1,0,0,0
20230302232498,3,48,24,2,0,0,0
20230302232498,4,19,25,2,0,0,0
20230302232498,5,11,25,2,0,0,0
20230302232503,1,42,19,2,0,0,0
20230302232508,1,61,18,1,0,0,0
20230302232508,2,63,20,2,0,0,0
20230302232511,1,68,18,2,0,0,0
